Name,Transliteral Name,Artist,Composition,Arrangement,Genre,BPM,Length,Beginner Rating,Beginner Note Count,Beginner Charge Notes,SPN Rating,SPN Note Count,SPN Charge Notes,SPN Backspin Scratches,SPN Hell Charge Notes,SPN Hell Backspin Scratches,SPH Rating,SPH Note Count,SPH Charge Notes,SPH Backspin Scratches,SPH Hell Charge Notes,SPH Hell Backspin Scratches,SPA Rating,SPA Note Count,SPA Charge Notes,SPA Backspin Scratches,SPA Hell Charge Notes,SPA Hell Backspin Scratches,SPL Rating,SPL Note Count,SPL Charge Notes,SPL Backspin Scratches,SPL Hell Charge Notes,SPL Hell Backspin Scratches,DPN Rating,DPN Note Count,DPN Charge Notes,DPN Backspin Scratches,DPN Hell Charge Notes,DPN Hell Backspin Scratches,DPH Rating,DPH Note Count,DPH Charge Notes,DPH Backspin Scratches,DPH Hell Charge Notes,DPH Hell Backspin Scratches,DPA Rating,DPA Note Count,DPA Charge Notes,DPA Backspin Scratches,DPA Hell Charge Notes,DPA Hell Backspin Scratches,DPL Rating,DPL Note Count,DPL Charge Notes,DPL Backspin Scratches,DPL Hell Charge Notes,DPL Hell Backspin Scratches,First Music Game Appearance,Other Music Game Appearances,Video Jockey,RemyWiki Link
Double♡♡Loving Heart,Double Loving Heart,Tatsh feat. Junko Hirata & Sayaka Minami,"Tatsuya ""Tatsh"" Shimizu",h-wonder,J-POP,138,2:08,,,,3,292,,,,,6,671,,,,,9,909,,,,,,,,,,,4,393,,,,,7,730,,,,,10,1127,,,,,,,,,,,beatmania IIDX 13 DistorteD,,ウサギ王 feat. せり★のりか,https://remywiki.com/Double_Loving_Heart
DUE TOMORROW,DUE TOMORROW,Mr.T,Tomoyuki Uchida,Tomoyuki Uchida,TECHNO,100-400,1:39,,,,6,470,,,,,9,791,,,,,12,1073,,,,,,,,,,,6,470,,,,,10,791,,,,,12,1543,,,,,,,,,,,beatmania IIDX 13 DistorteD,,kjk@tksd (東京食堂),https://remywiki.com/DUE_TOMORROW
EURO-ROMANCE,EURO-ROMANCE,K-MASERA,K-MASERA,K-MASERA,80's TECHNO,161,2:08,,,,5,497,,,,,8,933,,,,,10,1056,,,,,,,,,,,5,494,,,,,8,893,,,,,11,1363,,,,,,,,,,,beatmania IIDX 13 DistorteD,"REFLEC BEAT limelight, REFLEC BEAT plus MUSIC PACK 28, REFLEC BEAT + KONAMI MUSIC PACK 08",MAYA,https://remywiki.com/EURO-ROMANCE
Ganymede,Ganymede,玄武,Genbu,Genbu,ESOTERIC SLOWCORE,72-82,2:06,,,,6,571,,,,,10,884,,,,,11,1199,,,,,,,,,,,8,612,,,,,11,951,,,,,12,1363,,,,,,,,,,,beatmania IIDX 13 DistorteD,,HES,https://remywiki.com/Ganymede
Harmony and Lovely,Harmony and Lovely,Ryu☆,Ryu☆,Ryu☆,PROGRESSIVE HOUSE,135,2:00,,,,4,457,,,,,8,902,,,,,11,1127,,,,,,,,,,,5,457,,,,,9,896,,,,,11,1122,,,,,,,,,,,beatmania IIDX 13 DistorteD,,Ryu☆,https://remywiki.com/Harmony_and_Lovely
Heavenly Sun (IIDX VERSION),Heavenly Sun (IIDX VERSION),AKIRA YAMAOKA,AKIRA YAMAOKA with Fans,AKIRA YAMAOKA with Fans,TRANCE,130,2:00,,,,4,421,,,,,7,806,,,,,10,1060,,,,,,,,,,,4,421,,,,,8,805,,,,,10,1060,,,,,,,,,,,beatmania IIDX 13 DistorteD,,stm,https://remywiki.com/Heavenly_Sun_(IIDX_VERSION)
INFERNO,INFERNO,Caldeira feat.星野奏子,"TOMOSUKE, DJ Yoshitaka","TOMOSUKE, DJ Yoshitaka",BRAZILIAN HOUSE,135,2:06,,,,5,601,,,,,7,828,,,,,9,1008,,,,,,,,,,,5,600,,,,,7,856,,,,,10,1175,,,,,,,,,,,beatmania IIDX 13 DistorteD,,matsushita@tksd (東京食堂),https://remywiki.com/INFERNO
Leaving...,Leaving...,"SEIYA MURAI meets ""eimy""",Seiya Murai,Seiya Murai,SYMPHONIC EURO,145,1:45,,,,4,396,,,,,8,714,,,,,10,1116,,,,,,,,,,,4,386,,,,,7,714,,,,,10,1024,,,,,,,,,,,beatmania IIDX 13 DistorteD,DanceDanceRevolution X2,MAYA,https://remywiki.com/Leaving...
Melody Life,Melody Life,Noria,Takayuki Ishikawa,Takayuki Ishikawa,NEW ACOUSTIC,172,2:02,,,,4,397,,,,,6,673,,,,,9,933,,,,,,,,,,,4,399,,,,,6,643,,,,,,,,,,,,,,,,,beatmania IIDX 13 DistorteD,DanceDanceRevolution X2,yagi-denko,https://remywiki.com/Melody_Life
MINT,MINT,SLAKE,SLAKE,SLAKE,ELECTRONICA,150,1:34,,,,6,524,,,,,10,917,,,,,11,1158,,,,,,,,,,,5,517,,,,,10,906,,,,,12,1163,,,,,,,,,,,beatmania IIDX 13 DistorteD,,F-FLY,https://remywiki.com/MINT
MOON,MOON,dj TAKA feat. Erika Mochizuki,dj TAKA,dj TAKA,AISYU-EURO (哀愁ユーロ),156,1:59,,,,5,436,,,,,9,1067,,,,,10,1118,,,,,,,,,,,5,436,,,,,10,1048,,,,,,,,,,,,,,,,,pop'n music 13 カーニバル,"Beat'n Groovy, beatmania IIDX 13 DistorteD, DanceDanceRevolution SuperNOVA",SEKIYAMA with DJ,https://remywiki.com/MOON
Power of Love,Power of Love,kors k feat.PSY,kors k,kors k,2 STEP,135,2:04,,,,5,513,,,,,7,848,,,,,10,1077,,,,,,,,,,,4,512,,,,,8,861,,,,,10,1065,,,,,,,,,,,beatmania IIDX 13 DistorteD,,F-FLY,https://remywiki.com/Power_of_Love
So Fabulous !!,So Fabulous !!,HHH (Ryu☆ & Dai),Ryutaro Nakahara,Ryutaro Nakahara,BUCHIAGE TRANCE,149,2:01,,,,5,556,,,,,8,784,,,,,10,1191,,,,,,,,,,,5,548,,,,,9,853,,,,,11,1214,,,,,,,,,,,beatmania IIDX 13 DistorteD,,"HHH (Ryu☆, Dai & VJ Halka) & MAYA",https://remywiki.com/So_Fabulous_!!
Sun Field,Sun Field,mh sequence,mh sequence,mh sequence,HAPPY POP,152,1:56,,,,3,287,,,,,8,777,,,,,11,1234,,,,,,,,,,,5,449,,,,,9,856,,,,,11,1158,,,,,,,,,,,beatmania IIDX 13 DistorteD,,VJ GYO,https://remywiki.com/Sun_Field
The Dirty of Loudness,The Dirty of Loudness,Tatsh Assault X,Tatsh & dj Killer,Tatsh & dj Killer,SADISTIC HARDCORE,165,1:44,,,,7,740,,,,,10,1154,,,,,11,1327,,,,,,,,,,,7,723,,,,,10,1122,,,,,10,1189,,,,,,,,,,,beatmania IIDX 13 DistorteD,,MAYA,https://remywiki.com/The_Dirty_of_Loudness
This is Love,This is Love,D-crew feat.MAKOTO,D-crew,D-crew,CORE POP,175,1:59,,,,4,473,,,,,8,910,,,,,10,1249,,,,,,,,,,,5,489,,,,,8,906,,,,,,,,,,,,,,,,,beatmania IIDX 13 DistorteD,DanceDanceRevolution Winx Club,chihiro,https://remywiki.com/This_is_Love
tripping contact (teranoid&MC Natsack Remix),Tripping contact (teranoid&MC Natsack Remix),kors k vs teranoid,kors k vs teranoid,kors k vs teranoid,GABBA,187,1:59,,,,6,646,,,,,10,1020,,,,,11,1258,,,,,,,,,,,7,653,,,,,10,968,,,,,12,1367,,,,,,,,,,,beatmania IIDX 13 DistorteD,,XTC vs MAYA,https://remywiki.com/Tripping_contact_(teranoid%26MC_Natsack_Remix)
TYPE MARS (G-Style Mix),TYPE MARS (G-Style Mix),L.E.D.,L.E.D.,L.E.D.,PSYCHEDELIC TRANCE,159,1:57,,,,5,571,,,,,9,974,,,,,11,1237,,,,,,,,,,,6,576,,,,,10,990,,,,,,,,,,,,,,,,,beatmania IIDX 13 DistorteD,,shiro (overlays by GOLI),https://remywiki.com/TYPE_MARS_(G-Style_Mix)
waxing and wanding,Waxing and wanding,青龍,Seiryu,Seiryu,DANCE SPEED,191,2:05,,,,7,658,,,,,10,997,,,,,11,1457,,,,,12,2000,,,,,7,647,,,,,10,966,,,,,11,1399,,,,,12,2000,,,,,beatmania IIDX 13 DistorteD,"REFLEC BEAT limelight, REFLEC BEAT plus MUSIC PACK 46, REFLEC BEAT + KONAMI MUSIC PACK 34",GOLI,https://remywiki.com/Waxing_and_wanding
Why did you go away,Why did you go away,jun with TAHIRIH,jun,jun,LOVERS EUROBEAT,160,1:57,3,322,,5,559,,,,,8,904,,,,,10,1166,,,,,,,,,,,5,552,,,,,9,901,,,,,11,1165,,,,,,,,,,,beatmania IIDX 13 DistorteD,"REFLEC BEAT, REFLEC BEAT plus MUSIC PACK 25, REFLEC BEAT + KONAMI MUSIC PACK 10",F-FLY (overlays by GOLI),https://remywiki.com/Why_did_you_go_away
WISH (EUROBEAT MIX),WISH (EUROBEAT MIX),DJ YOSHITAKA feat.杉村ことみ,DJ YOSHITAKA,DJ YOSHITAKA,EUROBEAT,155,1:48,,,,5,532,,,,,8,824,,,,,9,990,,,,,,,,,,,5,532,,,,,8,793,,,,,9,988,,,,,,,,,,,beatmania IIDX 13 DistorteD,,yagi-denko,https://remywiki.com/WISH_(EUROBEAT_MIX)
with you...,With you...,Sota Fujimori,Sota Fujimori,Sota Fujimori,FUNK'N JAZZ HOUSE,135,1:56,,,,4,398,,,,,6,580,,,,,9,891,,,,,,,,,,,4,398,,,,,7,580,,,,,11,1324,,,,,,,,,,,beatmania IIDX 13 DistorteD,,kjk@tksd (東京食堂),https://remywiki.com/With_you...
Zenius -I- vanisher,Zenius -I- vanisher,Tatsh,Tatsh,Tatsh,CYBER OPUS,160,2:09,,,,5,493,,,,,7,790,,,,,10,1209,,,,,,,,,,,5,492,,,,,8,776,,,,,11,1207,,,,,,,,,,,beatmania IIDX 13 DistorteD,,MAYA,https://remywiki.com/Zenius_-I-_vanisher
カゴノトリ～弐式～,Kagonotori ~nishiki~,橙色特別室,TOMOSUKE,TOMOSUKE,和式電子音楽 (WASHIKI DENSHI ONGAKU),140,1:58,,,,6,581,,,,,9,944,,,,,12,1325,,,,,,,,,,,6,581,,,,,9,978,,,,,12,1586,,,,,,,,,,,beatmania IIDX 13 DistorteD,,nono,https://remywiki.com/Kagonotori_~nishiki~
タシカナモノ,Tashikanamono,星野奏子 with the BAND,"Tatsuya ""Tatsh"" Shimizu","Tatsuya ""Tatsh"" Shimizu",POPROCK,180,2:00,,,,5,472,,,,,7,726,,,,,9,1026,,,,,,,,,,,5,470,,,,,7,797,,,,,10,1191,,,,,,,,,,,beatmania IIDX 13 DistorteD,,村上右子,https://remywiki.com/Tashikanamono
華蝶風雪,Kachoufusetsu,白虎,Byakko,Byakko,ASIAN MIXTURE,199,2:04,,,,6,638,,,,,10,1064,,,,,11,1500,,,,,,,,,,,7,626,,,,,10,1041,,,,,12,1481,,,,,,,,,,,beatmania IIDX 13 DistorteD,,MAYA,https://remywiki.com/Kachoufusetsu
嘆きの樹,Nageki no ki,金獅子,Kinjishi,Kinjishi,CONTEMPORARY,160,2:06,,,,8,902,,,,,11,1281,,,,,12,2000,,,,,,,,,,,7,875,,,,,11,1281,,,,,12,2000,,,,,,,,,,,beatmania IIDX 13 DistorteD,"DanceDanceRevolution (2014), ミライダガッキ FutureTomTom Ver.2",GOLI,https://remywiki.com/Nageki_no_ki
虹色,Nijiiro,DJ YOSHITAKA feat.G.S.C license,DJ YOSHITAKA,DJ YOSHITAKA,LOVELY TRANS POP (ラブリートランスポップ),160,1:48,,,,5,488,,,,,8,792,,,,,9,934,,,,,,,,,,,5,488,,,,,7,793,,,,,8,934,,,,,,,,,,,pop'n music 13 カーニバル,"beatmania IIDX 13 DistorteD, DanceDanceRevolution SuperNOVA",Otas,https://remywiki.com/Nijiiro
罠,Wana,good-cool,Tatsuya Furukawa,Tatsuya Furukawa,DRUM'N ROCK,180,1:53,,,,2,283,,,,,8,777,,,,,10,1231,,,,,,,,,,,4,374,,,,,7,730,,,,,,,,,,,,,,,,,beatmania IIDX 13 DistorteD,,F-FLY,https://remywiki.com/Wana
100% minimoo-G,100% minimoo-G,Sota Fujimori,Sota Fujimori,Sota Fujimori,SYNTHETIC PROGRESSIVE ROCK,252,1:56,,,,5,474,,,,,10,871,,,,,11,903,,,,,,,,,,,4,474,,,,,10,871,,,,,11,1414,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY (overlays by eimy),https://remywiki.com/100%25_minimoo-G
Agnus Dei,Agnus Dei,あさき,Asaki,Asaki,GOTHIC METAL,70-168,1:52,,,,5,466,,,,,9,850,,,,,10,1051,,,,,,,,,,,5,465,,,,,8,791,,,,,11,1051,,,,,,,,,,,GUITARFREAKS 10thMIX & drummania 9thMIX,"beatmania IIDX 12 HAPPY SKY, GITADORA (Mobile), GuitarFreaks & DrumMania MASTERPIECE SILVER, GuitarFreaksXG & DrumManiaXG, jubeat festo",nono,https://remywiki.com/Agnus_Dei
Aurora,Aurora,Ryu☆,Ryu☆,Ryu☆,TRANCE CORE,181,1:57,,,,7,714,,,,,10,1100,,,,,11,1280,,,,,,,,,,,7,675,,,,,10,1043,,,,,11,1218,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,ТОЧКА,https://remywiki.com/Aurora
alla turca con passione,Alla turca con passione,Twin AmadeuS,Mozart,Takeo Miratsu,NATURAL SOUND,140,2:00,,,,5,409,,,,,8,829,,,,,10,1103,,,,,,,,,,,4,396,,,,,8,831,,,,,10,1057,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY,https://remywiki.com/Alla_turca_con_passione
CaptivAte～浄化～,CaptivAte~jouka~,A/I,DJ YOSHITAKA,DJ YOSHITAKA,NOSTALISH REQUIEM,160,2:13,,,,5,541,,,,,9,946,,,,,11,1243,,,,,,,,,,,5,540,,,,,9,936,,,,,11,1235,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY (overlays by GOLI),https://remywiki.com/CaptivAte~jouka~
Catch Me,Catch Me,DJ Yoshitaka feat. ERi,DJ Yoshitaka,DJ Yoshitaka,ACID JAZZ,115,1:51,,,,5,405,,,,,8,678,,,,,10,925,,,,,,,,,,,4,403,,,,,9,685,,,,,10,922,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY (overlays by GOLI),https://remywiki.com/Catch_Me
double thrash,Double thrash,414,"Des-ROW, Mutsuhiko Izumi","Des-ROW, Mutsuhiko Izumi",BATTLE2005,166,2:05,,,,6,527,,,,,10,1066,,,,,10,1206,,,,,,,,,,,5,527,,,,,10,1048,,,,,,,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,GITADORA Tri-Boost,GOLI,https://remywiki.com/Double_thrash
EDEN,EDEN,TЁЯRA,jun,NAOKI MAEDA,HYPER J-POP SIX,200,2:07,,,,6,660,,,,,9,969,,,,,10,1363,,,,,,,,,,,7,640,,,,,8,733,,,,,10,1377,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,GOLI,https://remywiki.com/EDEN
EMPTY OF THE SKY,EMPTY OF THE SKY,AKIRA YAMAOKA,AKIRA YAMAOKA,AKIRA YAMAOKA,E-ROCK,182,2:05,,,,3,334,,,,,5,526,,,,,8,843,,,,,,,,,,,3,334,,,,,5,526,,,,,8,842,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,GOLI,https://remywiki.com/EMPTY_OF_THE_SKY
First Resolution,First Resolution,good-cool,Tatsuya Furukawa,Tatsuya Furukawa,TECHNO RAVE,150,1:53,,,,5,421,,,,,7,808,,,,,9,1077,,,,,,,,,,,5,421,,,,,8,819,,,,,10,1077,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY,https://remywiki.com/First_Resolution
garden,Garden,青野りえ,Jun Wakita,Jun Wakita,SWING WALTZ,220,2:26,,,,4,440,,,,,7,773,,,,,10,1100,,,,,,,,,,,4,461,,,,,7,774,,,,,12,1396,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,ノスタルジア Op.2,VJ GYO (overlays by GOLI),https://remywiki.com/Garden
Get'em up to R.A.V.E,Get'em up to R.A.V.E,Disconation,Disconation,Disconation,RAVE,145,2:10,,,,5,599,,,,,8,892,,,,,10,1158,,,,,,,,,,,5,598,,,,,8,890,,,,,,,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,mito,https://remywiki.com/Get%27em_up_to_R.A.V.E
GREEN EYES,GREEN EYES,SLAKE,SLAKE,SLAKE,BROKEN TEK,170,2:00,,,,6,507,,,,,8,827,,,,,10,1123,,,,,,,,,,,6,494,,,,,9,828,,,,,11,1123,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,chihico,https://remywiki.com/GREEN_EYES
HAPPY☆ANGEL,HAPPY ANGEL,jun with TAHIRIH,jun,jun,HAPPY HARDCORE,180,1:54,3,332,,5,555,,,,,7,782,,,,,10,1052,,,,,,,,,,,6,555,,,,,7,756,,,,,10,1073,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,DanceDanceRevolution SuperNOVA,VJ GYO (overlays by GOLI),https://remywiki.com/HAPPY_ANGEL
I am,I am,有沢みはる from BeForU,NAOKI MAEDA,NAOKI MAEDA,CYBER J-ROCK,190,2:03,,,,5,555,,,,,8,883,,,,,10,1096,,,,,,,,,,,5,611,,,,,8,883,,,,,,,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,yagi-denko,https://remywiki.com/I_am
INAZUMA,INAZUMA,dj TAKA,dj TAKA,dj TAKA,TRANCE,148,1:56,,,,5,561,,,,,9,930,,,,,11,1368,,,,,,,,,,,6,584,,,,,9,917,,,,,12,1554,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,tats (Tomoyuki Arima) (produced by Kazuya Takahashi (IMAGICA DC21)),https://remywiki.com/INAZUMA
in motion,In motion,Ryu☆,Ryu☆,Ryu☆,CLICK HOUSE,138,1:43,,,,5,432,,,,,6,545,,,,,7,661,,,,,,,,,,,5,432,,,,,6,545,,,,,8,661,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,Voijiy,https://remywiki.com/In_motion
LESSON 5,LESSON 5,Risk Junk feat.Erika Mochizuki,Takayuki Ishikawa,Takayuki Ishikawa,HAPPY EXTREME,152,2:04,,,,5,654,,,,,8,949,,,,,9,1261,,,,,,,,,,,5,549,,,,,7,939,,,,,11,1471,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,東京食堂,https://remywiki.com/LESSON_5
Little Little Princess,Little Little Princess,SHRINE 418,SHRINE 418 (Yuei Uematsu + Jun Wakita),SHRINE 418 (Yuei Uematsu + Jun Wakita),PUNK OPERA,"212 (NORMAL), 180-212 (HYPER/ANOTHER/LEGGENDARIA)",2:05,,,,5,558,,,,,10,1118,,,,,11,1420,,,,,12,1946,,,,,5,560,,,,,10,1171,,,,,11,1610,,,,,12,2035,,,,,beatmania IIDX 12 HAPPY SKY,pop'n music peace,MAYA,https://remywiki.com/Little_Little_Princess
Love Magic,Love Magic,D.J.SWAN,T.Komiya+K.Ueno,T.Komiya+K.Ueno,DRUM'N'BASS,170,2:02,,,,5,515,,,,,8,895,,,,,10,991,,,,,,,,,,,4,515,,,,,8,895,,,,,,,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY (overlays by MAYA),https://remywiki.com/Love_Magic
MOON RACE,MOON RACE,ELEKTEL,ELEKTEL,ELEKTEL,FUTURE HOUSE,147,1:56,,,,5,434,,,,,7,598,,,,,9,957,,,,,,,,,,,5,433,,,,,10,598,,,,,,,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,MARS,https://remywiki.com/MOON_RACE
Pink Rose,Pink Rose,Kiyommy+Seiya,Seiya Murai,Seiya Murai,HEART (ハート),116-146,1:53,,,,3,297,,,,,5,486,,,,,8,708,30,,,,,,,,,,3,297,,,,,5,486,,,,,8,770,34,,,,,,,,,,KEYBOARDMANIA 3rdMIX,"beatmania IIDX 12 HAPPY SKY, DanceDanceRevolution EXTREME, HELLO! POP'N MUSIC, jubeat plus / jubeat plus (Android) saucer pack 10, jubeat saucer, pop'n music 5 CS, pop'n music 7, REFLEC BEAT groovin'!! Upper, REFLEC BEAT plus BEMANI MUSIC FOCUS PACK 07, ノスタルジア, ポップンリズミン ポップンスタンダード2",HES,https://remywiki.com/Pink_Rose
PLASMA,PLASMA,Sota Fujimori,Sota Fujimori,Sota Fujimori,SYNTHESIZED TECHNO,148,2:10,,,,4,479,,,,,8,848,,,,,9,1145,,,,,,,,,,,5,479,,,,,8,848,,,,,,,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,VJ GYO (overlays by GOLI),https://remywiki.com/PLASMA
Pollinosis,Pollinosis,dj REMO-CON,Tetsuya Tamura,Tetsuya Tamura,HARD DANCE,145,2:01,,,,4,405,,,,,6,590,,,,,11,1278,,,,,,,,,,,4,464,,,,,8,644,,,,,9,829,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY,https://remywiki.com/Pollinosis
POODLE,POODLE,Y&Co.,Y&Co.,Y&Co.,EUROBEAT,160,1:59,,,,5,492,,,,,8,956,,,,,10,1156,,,,,,,,,,,5,493,,,,,8,880,,,,,11,1438,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY,https://remywiki.com/POODLE
rage against usual,Rage against usual,dj TAKA feat.Gt.Shintaro,dj TAKA,dj TAKA & Shintaro,DIGI-ROCK,152,2:06,,,,7,697,,,,,10,1060,,,,,12,1527,,,,,,,,,,,6,697,,,,,10,1081,,,,,11,1215,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,GITADORA OverDrive,Unknown (overlays by GOLI),https://remywiki.com/Rage_against_usual
SCREAM SQUAD,SCREAM SQUAD,CALF,CALF,CALF,BREAKCORE,220,1:49,,,,7,609,,,,,10,869,,,,,12,1073,,,,,,,,,,,6,579,,,,,10,863,,,,,12,1072,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,F-FLY,https://remywiki.com/SCREAM_SQUAD
Scripted Connection⇒ N mix,Scripted Connection⇒ N mix,DJ MURASAME,DJ MURASAME,DJ MURASAME,TECHNO,151,1:48,,,,6,674,,,,,8,858,,,,,10,1073,,,,,,,,,,,6,661,,,,,9,909,,,,,10,1179,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,VJ GYO (overlays by GOLI),https://remywiki.com/Scripted_Connection
Scripted Connection⇒ H mix,Scripted Connection⇒ H mix,DJ MURASAME,DJ MURASAME,DJ MURASAME,TECHNO,151,1:49,,,,7,875,,,,,10,1059,,,,,11,1275,,,,,,,,,,,8,879,,,,,10,1005,,,,,11,1366,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,VJ GYO (overlays by GOLI),https://remywiki.com/Scripted_Connection
Scripted Connection⇒ A mix,Scripted Connection⇒ A mix,DJ MURASAME,DJ MURASAME,DJ MURASAME,TECHNO,151,2:00,,,,7,865,,,,,10,1155,,,,,12,1575,,,,,,,,,,,8,1079,,,,,10,1269,,,,,11,1382,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,VJ GYO (overlays by GOLI),https://remywiki.com/Scripted_Connection
SigSig,SigSig,kors k,kors k,kors k,MAKINA (マキナ),179,2:05,3,338,,5,548,,,,,7,864,,,,,10,1308,,,,,,,,,,,5,552,,,,,7,884,,,,,11,1259,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,"BeatStream アニムトライヴ, DanceDanceRevolution X3 VS 2ndMIX, DANCERUSH STARDOM, jubeat, jubeat plus music pack 16, jubeat plus (Android) KONAMI music pack 01, jukebeat KONAMI music pack 14, pop'n music 16 PARTY♪, REFLEC BEAT, REFLEC BEAT plus MUSIC PACK 07, REFLEC BEAT + MUSIC PACK 04, ポップンリズミン kors kパック1",MAYA,https://remywiki.com/SigSig
Tizona d'El Cid,Tizona d'El Cid,TOMOSUKE,TOMOSUKE,TOMOSUKE,MPB,265,2:06,,,,5,495,,,,,9,1000,,,,,10,1178,,,,,,,,,,,5,491,,,,,10,1000,,,,,,,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,"GITADORA (Mobile), GuitarFreaks V2 & DrumMania V2, GuitarFreaksXG3 & DrumManiaXG3",F-FLY,https://remywiki.com/Tizona_d%27El_Cid
Twelfth Style,Twelfth Style,Tatsh&DAYBREAKERS NEXT,Tatsh,Tatsh,HAPPY EURO PARADISE,160,2:07,,,,6,630,,,,,7,778,,,,,10,1033,,,,,12,1684,,,,,6,707,,,,,9,976,,,,,9,1070,,,,,12,1748,,,,,beatmania IIDX 12 HAPPY SKY,,MAYA,https://remywiki.com/Twelfth_Style
Under the Sky,Under the Sky,南さやか(BeForU) with platoniX,"Tatsuya ""Tatsh"" Shimizu","Tatsuya ""Tatsh"" Shimizu",J-EUROTRANCE,170,2:02,,,,5,458,,,,,7,710,,,,,9,875,,,,,,,,,,,4,390,,,,,7,670,,,,,9,830,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,DanceDanceRevolution SuperNOVA,F-FLY,https://remywiki.com/Under_the_Sky
vault of heaven,Vault of heaven,Mr.T,Tomoyuki Uchida,Tomoyuki Uchida,ELECTROSHOCK,160,1:52,,,,4,401,,,,,8,728,,,,,10,1010,,,,,,,,,,,4,401,,,,,7,728,,,,,9,1020,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,XTC,https://remywiki.com/Vault_of_heaven
Votum stellarum,Votum stellarum,iconoclasm (dj TAKA/wac),iconoclasm,iconoclasm,ANTHEM TRANCE (アンセムトランス),136-147,2:05,,,,4,413,,,,,9,857,,,,,10,1017,,,,,,,,,,,4,413,,,,,11,965,,,,,,,,,,,,,,,,,pop'n music 10,"beatmania IIDX 12 HAPPY SKY, ノスタルジア FORTE",shio,https://remywiki.com/Votum_stellarum
We are Disっ娘よっつ打ち命,We are Diskko yottsu uchi inochi,DANCE☆MAN feat. Disっ娘,DANCE☆MAN,DANCE☆MAN,DISCO,130,2:02,,,,3,336,,,,,5,490,,,,,9,837,,,,,,,,,,,3,336,,,,,5,490,,,,,9,873,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,VJ GYO,https://remywiki.com/We_are_Diskko_yottsu_uchi_inochi
Xepher,Xepher,Tatsh,Tatsh,Tatsh,MEDIEVAL CHOIR,170,2:03,3,205,,5,571,,,,,10,1135,,,,,11,1520,,,,,,,,,,,5,559,,,,,10,1089,,,,,11,1498,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,"DanceDanceRevolution SuperNOVA, Toy's March 2",MAYA,https://remywiki.com/Xepher
合体せよ！ストロングイェーガー！！ (Ryu☆ remix),Gattai seyo! Strong Jaeger!! (Ryu remix),L.E.D. / Remixed by Ryu☆,Toshiyuki Kakuta,Ryu☆,HARD DANCE,155,1:58,,,,5,564,,,,,8,807,,,,,11,972,,,,,,,,,,,5,556,,,,,9,784,,,,,11,935,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,Yasi,https://remywiki.com/Gattai_seyo!_Strong_Jaeger!!_(Ryu_remix)
月光,Gekkou,Tatsh feat.星野奏子,Ludwig Van Beethoven,Tatsh,J-EUROBEAT,155,2:15,,,,5,455,,,,,8,900,,,,,10,1246,,,,,,,,,,,4,440,,,,,9,922,,,,,10,1175,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,,matsushita@tksd,https://remywiki.com/Gekkou
冥,Mei,Amuro vs Killer,Amuro & Killer,Amuro & Killer,HUMAN SEQUENCER,66-200,2:15,3,302,,5,555,,,,,10,1111,,,,,12,2000,,,,,,,,,,,5,555,,,,,11,1104,,,,,12,2000,,,,,,,,,,,beatmania IIDX 12 HAPPY SKY,"DanceDanceRevolution X2, Toy's March 2",Ta-k,https://remywiki.com/Mei
